Year	Rating	Conference	Title	Author Names
2006 	7.35923957824707 	Action	Blood Diamond 	Leonardo DiCaprio; Djimon Hounsou; Jennifer Connelly; Arnold Vosloo; David Harewood; Jimi Mistry; Michael Sheen; Marius Weyers; Stephen Collins; Ato Essandoh 
2006 	7.167639255523682 	Drama	Lonely Hearts 	John Travolta; James Gandolfini; Salma Hayek; Jared Leto; Laura Dern; Dan Byrd; Alice Krige; Dagmara Dominczyk; Bailee Madison 
2011 	7.554875373840332 	Comedy	The Hangover Part II 	Bradley Cooper; Zach Galifianakis; Justin Bartha; Ed Helms; Ken Jeong; Mike Tyson; Jamie Chung; Paul Giamatti; Jeffrey Tambor; Mason Lee 
1942 	7.812180042266846 	Drama	Casablanca 	Humphrey Bogart; Ingrid Bergman; Paul Henreid; Claude Rains; Conrad Veidt; Sydney Greenstreet; Peter Lorre; Madeleine Lebeau; Dooley Wilson; Joy Page 
1995 	7.442391872406006 	Fantasy	Jumanji 	
1996 	7.658870220184326 	Drama	Trainspotting 	Ewan McGregor; Ewen Bremner; Jonny Lee Miller; Kevin McKidd; Kelly Macdonald; Peter Mullan; James Cosmo; Eileen Nicholas; Shirley Henderson 
2002 	7.258140563964844 	Animation	Spirit: Stallion of the Cimarron 	Matt Damon; James Cromwell 
2008 	7.585334300994873 	Drama	21 	Jim Sturgess; Kevin Spacey; Kate Bosworth; Laurence Fishburne; Aaron Yoo; Jacob Pitts; Jack McGee; Josh Gad 
2005 	7.213498592376709 	Fantasy	Charlie and the Chocolate Factory 	Johnny Depp; Freddie Highmore; AnnaSophia Robb; David Kelly; Helena Bonham Carter; Noah Taylor; Philip Wiegratz; James Fox; Missi Pyle; Christopher Lee 
1988 	8.061498641967773 	Drama	Nuovo Cinema Paradiso 	Philippe Noiret; Jacques Perrin; Marco Leonardi; Salvatore Cascio; Agnese Nano; Enzo Cannavale; Leo Gullotta; Pupella Maggio; Leopoldo Trieste; Tano Cimarosa 
2006 	7.444244384765625 	Action	Pirates of the Caribbean: Dead Man's Chest 	Johnny Depp; Keira Knightley; Orlando Bloom; Jack Davenport; Bill Nighy; Stellan Skarsg\u00e5rd; Tom Hollander; Jonathan Pryce; Naomie Harris; Geoffrey Rush 
1996 	7.70278787612915 	Action	The Rock 	Sean Connery; Nicolas Cage; Ed Harris; John Spencer; David Morse; William Forsythe; Michael Biehn; Vanessa Marcil; John C. McGinley; Bokeem Woodbine 
2004 	8.107501029968262 	Action	Lost 	Dean Cain; Ashley Scott; Danny Trejo; Justin Henry 
1975 	7.615694999694824 	Drama	One Flew Over the Cuckoo's Nest 	Jack Nicholson; Louise Fletcher; William Redfield; Scatman Crothers; Danny DeVito; Brad Dourif; Christopher Lloyd; Will Sampson; Michael Berryman; Sydney Lassick 
2007 	6.7810797691345215 	Action	Hitman 	Timothy Olyphant; Dougray Scott; Robert Knepper; Ulrich Thomsen; Henry Ian Cusick; Eriq Ebouaney; James Faulkner 
1981 	7.709866046905518 	Action	Raiders of the Lost Ark 	Harrison Ford; Karen Allen; Paul Freeman; Ronald Lacey; John Rhys-Davies; Denholm Elliott; Wolf Kahler; Anthony Higgins; Vic Tablian; Don Fellows 
2008 	7.821805477142334 	Action	The Dark Knight 	Christian Bale; Aaron Eckhart; Michael Caine; Maggie Gyllenhaal; Gary Oldman; Morgan Freeman; Monique Gabriela Curnen; Ron Dean; Cillian Murphy; Chin Han 
1995 	7.376439571380615 	Drama	Before Sunrise 	Ethan Hawke; Julie Delpy; Andrea Eckert; Hanno P\u00f6schl; Tex Rubinowitz; Hans Weingartner; Haymon Maria Buttinger; Erni Mangold 
1991 	7.697786331176758 	Drama	The Silence of the Lambs 	Jodie Foster; Anthony Hopkins; Anthony Heald; Ted Levine; Frankie Faison; Kasi Lemmons; Brooke Smith; Tracey Walter; Obba Babatund\u00e9; Diane Baker 
1997 	7.415234088897705 	Action	Men in Black 	Tommy Lee Jones; Will Smith; Linda Fiorentino; Vincent D'Onofrio; Rip Torn; Tony Shalhoub; Jon Gries; Sergio Calder\u00f3n; Carel Struycken; Fredric Lehne 
1966 	7.536423683166504 	Action	Il buono il brutto il cattivo 	Eli Wallach; Clint Eastwood; Lee Van Cleef; Aldo Giuffr\u00e8; Luigi Pistilli; Rada Rassimov; John Bartha; Livio Lorenzon; Claudio Scarchilli; Benito Stefanelli 
2002 	7.792819023132324 	Action	The Lord of the Rings: The Two Towers 	Elijah Wood; Ian McKellen; Viggo Mortensen; Liv Tyler; Orlando Bloom; John Rhys-Davies; Christopher Lee; Sean Astin; Billy Boyd; Dominic Monaghan 
1977 	7.889649868011475 	Action	Star Wars: Episode IV - A New Hope 	Mark Hamill; Carrie Fisher; Harrison Ford; Peter Cushing; Anthony Daniels; Kenny Baker; Alec Guinness; Peter Mayhew; David Prowse; James Earl Jones 
2008 	7.414276123046875 	Drama	The Curious Case of Benjamin Button 	Cate Blanchett; Brad Pitt; Tilda Swinton; Elle Fanning; Jason Flemyng; Elias Koteas; Julia Ormond; Taraji P. Henson; Bianca Chiminello; Josh Stewart 
2008 	7.573534965515137 	Drama	Gran Torino 	
1964 	7.37167501449585 	Action	Per un pugno di dollari 	Clint Eastwood; Wolfgang Lukschy; Jos\u00e9 Calvo; Gian Maria Volont\u00e9; Sieghardt Rupp; Margarita Lozano; Daniel Mart\u00edn; Benito Stefanelli; Mario Brega; Joseph Egger 
2003 	7.836940288543701 	Drama	Big Fish 	Ewan McGregor; Albert Finney; Billy Crudup; Jessica Lange; Helena Bonham Carter; Alison Lohman; Marion Cotillard; Robert Guillaume; Matthew McGrory; David Denman 
2002 	7.347123146057129 	Action	Star Wars: Episode II - Attack of the Clones 	Ewan McGregor; Natalie Portman; Hayden Christensen; Christopher Lee; Ian McDiarmid; Samuel L. Jackson; Rose Byrne; Frank Oz; Anthony Daniels; Kenny Baker 
2012 	7.615682125091553 	Action	Tangled Ever After 	Zachary Levi; Mandy Moore; Kari Wahlgren 
1995 	7.9112324714660645 	Action	Braveheart 	Mel Gibson; Catherine McCormack; Sophie Marceau; Patrick McGoohan; Angus Macfadyen; Brendan Gleeson; James Robinson; James Cosmo; Sean McGinley; Jeanne Marine 
2004 	7.432071208953857 	Action	I Robot 	Will Smith; Alan Tudyk; James Cromwell; Bruce Greenwood; Shia LaBeouf; Bridget Moynahan; Chi McBride; Jerry Wasserman; Terry Chen; Scott Heindl 
1992 	7.4270243644714355 	Drama	The Player 	Tim Robbins; Greta Scacchi; Fred Ward; Whoopi Goldberg; Peter Gallagher; Brion James; Cynthia Stevenson; Vincent D'Onofrio; Dean Stockwell; Richard E. Grant 
1982 	7.986302852630615 	Drama	Blade Runner 	Harrison Ford; Rutger Hauer; Sean Young; Edward James Olmos; M. Emmet Walsh; Daryl Hannah; William Sanderson; Brion James; Joe Turkel; Joanna Cassidy 
2006 	7.454519748687744 	Drama	All the King's Men 	Sean Penn; Jude Law; Kate Winslet; Patricia Clarkson; James Gandolfini; Mark Ruffalo; Anthony Hopkins; Kathy Baker; Jackie Earle Haley 
1960 	7.4640350341796875 	Drama	Psycho 	Anthony Perkins; Vera Miles; John Gavin; Janet Leigh; Martin Balsam; John McIntire; Simon Oakland; Frank Albertson; Patricia Hitchcock; Vaughn Taylor 
2004 	7.325244426727295 	Action	Ocean's Twelve 	
1985 	7.38596248626709 	Drama	A Chorus Line 	Michael Douglas; Janet Jones; Terrence Mann; Khandi Alexander 
2005 	7.3415846824646 	Action	Sin City 	Bruce Willis; Mickey Rourke; Clive Owen; Jessica Alba; Elijah Wood; Josh Hartnett; Jaime King; Rutger Hauer; Benicio Del Toro; Rosario Dawson 
2010 	7.61149263381958 	Animation	Tangled 	Mandy Moore; Zachary Levi; Donna Murphy; M.C. Gainey; Ron Perlman; Paul F. Tompkins; Jeffrey Tambor; Brad Garrett; Richard Kiel 
2001 	7.690537452697754 	Action	Ocean's Eleven 	George Clooney; Brad Pitt; Matt Damon; Andy Garcia; Julia Roberts; Casey Affleck; Scott Caan; Carl Reiner; Don Cheadle; Bernie Mac 
1973 	7.946097373962402 	Drama	The Sting 	Paul Newman; Robert Redford; Robert Shaw; Charles Durning; Ray Walston; Eileen Brennan; Harold Gould; Dana Elcar; James Sloyan; Charles Dierkop 
1960 	7.8545637130737305 	Drama	The Apartment 	Jack Lemmon; Shirley MacLaine; Fred MacMurray; Ray Walston; Jack Kruschen; Naomi Stevens; Hope Holiday; Edie Adams; Joan Shawlee; Johnny Seven 
1999 	7.410350322723389 	Drama	The Insider 	Al Pacino; Russell Crowe; Christopher Plummer; Diane Venora; Philip Baker Hall; Lindsay Crouse; Debi Mazar; Stephen Tobolowsky; Colm Feore; Bruce McGill 
1992 	8.037997245788574 	Horror	Braindead 	Brenda Kendall; Stephen Papps 
1987 	7.965030670166016 	Short	Braindead 	
1979 	7.404252529144287 	Action	Apocalypse Now 	Martin Sheen; Marlon Brando; Robert Duvall; Laurence Fishburne; Sam Bottoms; Frederic Forrest; Albert Hall; Harrison Ford; Dennis Hopper; G.D. Spradlin 
2003 	7.3935065269470215 	Fantasy	Bruce Almighty 	Jim Carrey; Jennifer Aniston; Philip Baker Hall; Catherine Bell; Lisa Ann Walter; Steve Carell; Nora Dunn; Paul Satterfield; Morgan Freeman; Eddie Jemison 
1994 	8.008194923400879 	Drama	The Shawshank Redemption 	Tim Robbins; Morgan Freeman; Bob Gunton; William Sadler; Clancy Brown; Gil Bellows; Mark Rolston; James Whitmore; Renee Blaine; Brian Delate 
1987 	7.464399337768555 	Action	Predator 	Arnold Schwarzenegger; Carl Weathers; Elpidia Carrillo; Bill Duke; Jesse Ventura; Richard Chaves; R.G. Armstrong; Shane Black; Kevin Peter Hall; Kevin Peter Hall 
2002 	7.168612003326416 		Pulse: A Stomp Odyssey 	Keith Middleton 
1981 	7.7786407470703125 	Horror	The Evil Dead 	Bruce Campbell; Sam Raimi 
2001 	7.780333995819092 	Action	The Lord of the Rings: The Fellowship of the Ring 	Elijah Wood; Ian McKellen; Viggo Mortensen; Liv Tyler; Orlando Bloom; John Rhys-Davies; Sean Bean; Christopher Lee; Sean Astin; Billy Boyd 
2003 	7.949191570281982 	Action	The Lord of the Rings: The Return of the King 	Elijah Wood; Ian McKellen; Viggo Mortensen; Liv Tyler; Orlando Bloom; John Rhys-Davies; Sean Astin; Billy Boyd; Dominic Monaghan; Hugo Weaving 
1984 	7.441287994384766 	Fantasy	Gremlins 	Zach Galligan; Phoebe Cates; Hoyt Axton; Dick Miller; John Louie; Keye Luke; Don Steele; Susan Burgess; Scott Brady; Harry Carey Jr. 
2008 	6.900875568389893 	Comedy	Semi-Pro 	Will Ferrell; Maura Tierney; Woody Harrelson; David Koechner; Will Arnett; Andr\u00e9 Benjamin; Andy Richter; Rob Corddry; Tim Meadows; Jackie Earle Haley 
1987 	7.6064043045043945 	Fantasy	Evil Dead II 	Bruce Campbell; Sarah Berry; Dan Hicks; Kassie Wesley DePaiva; Denise Bixler; Richard Domeier; John Peakes; Lou Hancock; Ted Raimi 
1995 	7.626762866973877 	Mystery	Se7en 	Brad Pitt; Morgan Freeman; Gwyneth Paltrow; R. Lee Ermey; Kevin Spacey; Daniel Zacapa; John Cassini; Hawthorne James; Richard Roundtree; John C. McGinley 
1992 	7.624846935272217 	Western	Unforgiven 	Clint Eastwood; Gene Hackman; Richard Harris; Jaimz Woolvett; Anna Levine; Saul Rubinek; Frances Fisher; Rob Campbell; Anthony James; Morgan Freeman 
1998 	7.412794589996338 		El viento se llev\u00f3 lo qu\u00e9 	Fabi\u00e1n Vena; \u00c1ngela Molina; Jean Rochefort; Ulises Dumont 
1999 	7.654053688049316 	Drama	Notting Hill 	Julia Roberts; Hugh Grant; Richard McCabe; Rhys Ifans; James Dreyfus; Dylan Moran; Emma Chambers; Alec Baldwin; John Shrapnel 
2006 	6.7089152336120605 	Drama	Volver 	Pen\u00e9lope Cruz; Carmen Maura; Lola Due\u00f1as; Blanca Portillo; Yohana Cobo; Chus Lampreave; Antonio de la Torre; Carlos Blanco; Mar\u00eda Isabel D\u00edaz; Carlos Garc\u00eda Cambero 
1958 	7.6425347328186035 	Mystery	Vertigo 	James Stewart; Kim Novak; Barbara Bel Geddes; Henry Jones; Raymond Bailey; Ellen Corby; Konstantin Shayne; Lee Patrick; Bess Flowers 
1990 	7.5656328201293945 	Drama	Ghost 	Patrick Swayze; Demi Moore; Tony Goldwyn; Whoopi Goldberg; Vincent Schiavelli; Stephen Root; Angelina Estrada; Phil Leeds; Alma Beltran 
1959 	7.83638334274292 	Romance	Some Like It Hot 	Marilyn Monroe; Tony Curtis; Jack Lemmon; George Raft; Joe E. Brown; Nehemiah Persoff; Joan Shawlee; Edward G. Robinson Jr.; Pat O'Brien; George E. Stone 
1982 	7.655889511108398 	Drama	E.T. the Extra-Terrestrial 	Henry Thomas; Peter Coyote; Drew Barrymore; Erika Eleniak; C. Thomas Howell; Robert MacNaughton; Dee Wallace 
1994 	7.931217670440674 	Drama	Forrest Gump 	Tom Hanks; Robin Wright; Gary Sinise; Mykelti Williamson; Sally Field; Peter Dobson; Sonny Shroyer; Jed Gillin; Afemo Omilami; Steven Griffith 
1989 	7.784684658050537 	Action	Back to the Future Part II 	Michael J. Fox; Christopher Lloyd; Lea Thompson; Elisabeth Shue; James Tolkan; Jeffrey Weissman; Casey Siemaszko; Billy Zane; Darlene Vogel; Elijah Wood 
1990 	7.534990310668945 	Action	Back to the Future Part III 	Michael J. Fox; Christopher Lloyd; Mary Steenburgen; Thomas F. Wilson; Lea Thompson; Elisabeth Shue; James Tolkan; Matt Clark; Christopher Wynne; Sean Sullivan 
1985 	7.974382400512695 	Comedy	Back to the Future 	Michael J. Fox; Christopher Lloyd; Lea Thompson; Crispin Glover; Thomas F. Wilson; Marc McClure; Wendie Jo Sperber; George DiCenzo; Frances Lee McCain; James Tolkan 
2005 	7.642281532287598 	Action	Batman Begins 	Christian Bale; Michael Caine; Liam Neeson; Katie Holmes; Gary Oldman; Cillian Murphy; Tom Wilkinson; Rutger Hauer; Ken Watanabe; Mark Boone Junior 
2009 	7.526015758514404 	Action	Inglourious Basterds 	Brad Pitt; Christoph Waltz; M\u00e9lanie Laurent; Diane Kruger; Michael Fassbender; Samuel L. Jackson; Eli Roth; Til Schweiger; B.J. Novak; Gedeon Burkhard 
2004 	7.447886943817139 	Action	Kill Bill: Vol. 2 	Uma Thurman; David Carradine; Daryl Hannah; Michael Madsen; Michael Parks; Lucy Liu; Vivica A. Fox; Christopher Allen Nelson; Samuel L. Jackson; Gordon Liu Chia-Hui 
1999 	7.392483234405518 	Mystery	Sleepy Hollow 	Johnny Depp; Ian McDiarmid; Casper Van Dien; Michael Gough; Christopher Walken; Lisa Marie; Steven Waddington; Christopher Lee; Miranda Richardson; Michael Gambon 
1994 	7.548460483551025 	Drama	Ed Wood 	Johnny Depp; Martin Landau; Sarah Jessica Parker; Patricia Arquette; Jeffrey Jones; G.D. Spradlin; Vincent D'Onofrio; Bill Murray; Mike Starr; Max Casella 
1999 	7.468686103820801 	Drama	The Sixth Sense 	Bruce Willis; Haley Joel Osment; Toni Collette; Olivia Williams; Mischa Barton; Donnie Wahlberg; Trevor Morgan; Greg Wood; Jeffrey Zubernis; Glenn Fitzgerald 
1984 	7.148623943328857 	Action	The Terminator 	Arnold Schwarzenegger; Michael Biehn; Linda Hamilton; Paul Winfield; Lance Henriksen; Bess Motta; Earl Boen; Rick Rossovich; Bill Paxton; Brian Thompson 
1990 	7.945834636688232 	Romance	Pretty Woman 	Julia Roberts; Richard Gere; Ralph Bellamy; Jason Alexander; Hector Elizondo; Larry Miller; Laura San Giacomo; Alex Hyde-White; Elinor Donahue; Amy Yasbeck 
1996 	7.652547836303711 	Action	From Dusk Till Dawn 	George Clooney; Quentin Tarantino; Harvey Keitel; Juliette Lewis; Salma Hayek; Cheech Marin; Danny Trejo; Tom Savini; Fred Williamson; Michael Parks 
1998 	7.656503200531006 	Drama	American History X 	Edward Norton; Edward Furlong; Beverly D'Angelo; Avery Brooks; Jennifer Lien; Ethan Suplee; Stacy Keach; Fairuza Balk; Elliott Gould; Guy Torry 
1997 	8.05406665802002 	Drama	La vita \u00e8 bella 	Nicoletta Braschi; Roberto Benigni; Horst Buchholz; Pietro De Silva; Marisa Paredes 
1979 	7.95842981338501 	Comedy	Monty Python's Life of Brian 	Graham Chapman; John Cleese; Terry Gilliam; Eric Idle; Terry Jones; Michael Palin; Carol Cleveland; Kenneth Colley; Gwen Taylor; Sue Jones-Davies 
1982 	7.592532157897949 	Drama	Gandhi 	Ben Kingsley; Rohini Hattangadi; Candice Bergen; Roshan Seth; Om Puri; Saeed Jaffrey; Martin Sheen; Amrish Puri; Edward Fox; Geraldine James 
1994 	7.309940814971924 	Action	The Client 	Susan Sarandon; Tommy Lee Jones; Mary-Louise Parker; Anthony LaPaglia; Bradley Whitford; Will Patton; Brad Renfro; Anthony Edwards; J.T. Walsh; Anthony Heald 
2007 	7.674380302429199 	Action	I Am Legend 	Will Smith; Alice Braga; Charlie Tahan; Willow Smith; April Grace; Dash Mihok; Joanna Numata; Salli Richardson-Whitfield; Marin Ireland 
1998 	8.023195266723633 	Comedy	El grito en el cielo 	Maria Conchita Alonso; Loles Le\u00f3n; Daniel Guzm\u00e1n 
1989 	7.804993629455566 	Action	Indiana Jones and the Last Crusade 	Harrison Ford; Sean Connery; Denholm Elliott; John Rhys-Davies; Julian Glover; River Phoenix; Michael Byrne; Kevork Malikyan; Alexei Sayle; Vernon Dobtcheff 
